config_id,episode,n_capture,n_steps
put_back_0,252,45,470
put_back_0,202,27,299
put_back_0,52,44,548
put_back_0,102,43,547
put_back_0,202,28,301
put_back_0,152,44,549
put_back_0,402,35,454
put_back_0,302,24,338
put_back_0,52,45,555
put_back_0,202,29,307
put_back_0,252,46,479
put_back_0,352,43,534
put_back_0,302,25,341
put_back_0,352,44,538
put_back_0,102,44,560
put_back_0,52,46,562
put_back_0,452,27,391
put_back_0,452,28,392
put_back_0,202,30,317
put_back_0,252,47,489
put_back_0,402,36,468
put_back_0,102,45,569
put_back_0,202,31,322
put_back_0,352,45,550
put_back_0,202,32,325
put_back_0,102,46,573
put_back_0,52,47,575
put_back_0,152,45,573
put_back_0,252,48,500
put_back_0,352,46,556
put_back_0,302,26,363
put_back_0,402,37,481
put_back_0,52,48,579
put_back_0,102,47,579
put_back_0,152,46,578
put_back_0,252,49,505
put_back_0,52,49,582
put_back_0,352,47,562
put_back_0,452,29,412
put_back_0,152,47,582
put_back_0,202,33,339
put_back_0,252,50,512
put_back_0,252,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,253,0,0
put_back_0,452,30,419
put_back_0,102,48,590
put_back_0,202,34,347
put_back_0,452,31,424
put_back_0,402,38,499
put_back_0,52,50,597
put_back_0,352,48,576
put_back_0,52,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,53,0,0
put_back_0,152,48,597
put_back_0,253,1,11
put_back_0,202,35,353
put_back_0,102,49,601
put_back_0,352,49,581
put_back_0,253,2,15
put_back_0,53,1,7
put_back_0,302,27,389
put_back_0,202,36,357
put_back_0,302,28,393
put_back_0,253,3,21
put_back_0,352,50,590
put_back_0,452,32,440
put_back_0,352,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,0,0
put_back_0,353,1,1
put_back_0,253,4,27
put_back_0,402,39,521
put_back_0,302,29,404
put_back_0,102,50,619
put_back_0,102,0,0
put_back_0,103,0,0
put_back_0,103,0,0
put_back_0,103,0,0
put_back_0,103,0,0
put_back_0,103,0,0
put_back_0,103,0,0
put_back_0,103,0,0
